text	label	new label
Mulkero mahtisaari tuo pingviinien kuningas ja Rusi, tuo kataisen paskanjauhanta tutkelman kirjoittaja, joka tuli helvetin kalliiksi kansalle, jo on vakuuttavat vaikuttajat, ja naton puolestapuhujat. Aina äänestän natoa ja natseja vastaan, lisää kustannuksia ei kansalle tarvita verojen ja maksujen korotusten muodossa entisten lisäksi. Nato hihhuleille kysymys, millonkas se Venäjä nyt sitten viimein Suomeen hyökkää, kun sitä on toitotettu jo viimeiset 10 vuotta, ja jotenkin koko teidän meuhkaamisesta on mennyt jo pohja, lähinnä huutelunne natosta on enää säälittävää sekä huvittavaa. Unohtamatta sitäkään tosiasi, että jos Venäjä hyökkääkin ja pistää hesan kivikaudelle, niin mitään ei oikeasti edes menetetä.	not-severe_toxicity	toxic
Mihinkä luokkaan näistä itsesi asetat? Minä lisäisin vielä luokan 5. kusipäät, johon sinä kuulut.	not-severe_toxicity	toxic
GALLUP, kuka ensimmäisenä?  Kuka ensimmäisenä linnanjuhlissa.  Pieraisee oksentaa örveltää kaatuu nussii  jotain,,,mitä?	not-severe_toxicity	not-toxic
Ihan vitun mahtava aloitus! Mistä näitä rasisti-idiootteja meillä riittääkin?	not-severe_toxicity	not-toxic
Vit-tu, että osaakin olla ruma ämmä!!! :-):-):-)	not-severe_toxicity	toxic
Jari Mentulan hiljaiselo Nordic Pron jälkeen on verrattavissa kuolemaan; haluaisin hinkata jähmeää penistäni hänen hiestä tirskuvaan kurttuiseen päänahkaansa.	not-severe_toxicity	toxic
Pillu, perse, kyrpä/mulkku, tissit/buubsit, pano tms. Kuuluvat sujuvasti sanavalikoimaani myös miesten kanssa jutellessa. Mitä sitä turhia keksimään uusia sanoja.	not-severe_toxicity	not-toxic
kyrpäaivo	not-severe_toxicity	toxic
Niin että vaatisi tuo käytös hieman hiontaa naisilta  Vi*tu et kyllä vitu*taa hu*rat. Painukaa kaikki vitt*un jotka pyydätte pelkästään miestä facessa kaveriks ettekä sitä muijaa. Hanki huo*a dildo ja lopeta vampitus.	severe_toxicity	toxic
Älä vaan pullaasi tukehdu.	not-threat	not-toxic
pitäs nuile huorile ja homoile tehä oma mamusivu niin jättäsit normi ihmisten asiat rauhaan, ei ajattele ko perseellään, ei sitä kuinka paljon suomalaisilta lypsetään rahaa nuile paskapäile, tuoki hippiaikanen hutsu höpisee huumeissa mitä sattuu hymiöineen.	not-threat	toxic
Syön hatullisen luomu mämmiä, ellei ISIS nartut järjestä veristä terroritekoa puolen vuoden sisällä Suomessa...!	not-threat	toxic
olen 26v hyvänäkone mies Ja käyn pattaylla joka vuosi 3kk ja käytän horkka ja panen paikalisi muija. ENkä pane suomalaisi lehmia hikisia pirule haisevia lehmia. Ja jos joku sano tahikku horaksi musta suomalaiset naiset ne vast huori ovat niile ei tarvi etes maksaa jos on väheki lihasta ja muutama tatska.	not-threat	toxic
Kuinka monta kertaa sut on raiskattu?	not-threat	not-toxic
muuta sinulle ei tarvitse eikä pidäkään vastata:  Room. 10:9 Sillä jos sinä tunnustat suullasi Jeesuksen Herraksi ja uskot sydämessäsi, että Jumala on hänet kuolleista herättänyt, niin sinä pelastut;  Tuo riittää minulle, ja juuri noin minä olen toiminut.	not-threat	not-toxic
Joko sinä olet lopettanut hakkaamasta vaimoasi kuuluu samaan sarjaan kuin joko sinä olet lopettanut kymmenen käskyn noudattamisen.	not-threat	not-toxic
">kun siis islamin jeesus tule takaisin teurastaa hän kaikki kristityt ja juutalaiset ja käskee tuhoamaan kaikki kirkot ja murskaamaan ristit.  Mikähän riittää vakuuttamaan muslimit, että joku muslimisaarnaaja on alaslaskeutunut muslimijeesus, ja että nyt on alettava hänen johdollaan ""rikkomaan ristejä ja tappamaan sikoja""?"	not-threat	toxic
"J.S: VOI VITTU OIKEESTI TOI JÄTKÄ PITÄÄ TAPPAA!!!  ""Rikokseen yllytystä on se, että joku kehottaa toista rikokseen. Sillä saadaan aikaan rikoksentekopäätös rikoksen tekijässä. Yllyttäjää voidaan luonnehtia rikoksen henkiseksi alkuunpanijaksi."""	threat	toxic
Etkö sä edes yritä tavata lapsias?? Yrittäisit vaan, ni mä annan taas turpaan.	threat	toxic
ihosi alle--- käteesi,tai otsaasi?	not-threat	not-toxic
Tarmo Manni alias Honkajoki jousipyssyineen ja ikiliikkujan kehittäjänänä. No se oli roolihahmo. Sotakirjallisuudesta en löydä mainintaa ko. miestyypistä. Porukka hoitaa. Tämäkin tanssija TV-Tähti Toivola musta mies provokaattori. Hänkö kannustaa suomea ja suomen itsenäisyyttä? Erosi kirkosta. Nähdäänkö vielä tv:ssä! Päässä ihottumaa, onko tauti? Oikea suomen puolustaja. Toinen musta mies vietiin ambulanssilla linnan jatkoilta, oli Halosen kutsuman Huussi&Käymälän ry:n johtohenkilön avopuoliso. Kaikkea porukkaa sitä linnaan kutsutaankin. Tämä tumma mies huuteli koko ajan käsiraudoissa: minä tulen takaisin ja tapan sinut! Hei haloo!	not-threat	toxic
Natseille turpaan 6-0 taas. Täällä muutama Putinin perseraiskaama trolli meuhkaa samalla kun ihmiset, jotka oikeasti tekevät asioille jotain, tekevät asioille jotain.	not-threat	toxic
kaveri tarkoitta sitä, että VALKOINEN SUOMALAINEN ON JUOPPO, ULOSTELÄJÄ, JONKA RASISMI ON PERSEESTÄ	not-threat	toxic
miksi olet siis antanut pahan vallan itsesi ryöstää, tuhota ja tappaa?	not-threat	not-toxic
Eläkää nyt vassarit itkekö kun saitte turpiinne kerrankin. Kyllä te pääsette vielä somaleita pelastaan. Ja homoja, lesboja, vammasia ja vaikka saunatonttuja.	not-threat	not-toxic
Irlanninvesikoiraa ei liene kenelläkään, koska sellaista rotua ei ole olemassakaan. Irlanninvesispanieli sen sijaan on. Vesispanieli ei suhtaudu muihin koiriin sen kummemmin kuin muutkaan, kunhan tottuu pennusta asti. Karvaa lähtee kyllä tiettyinä aikoina vuodesta. Pentuja syntyy vähän, yleensä max. pari pentuetta vuodessa eli pentua joutuu odottamaan koska halukkaita ostajia löytyy. Perinnöllisiä sairauksia... lonkat, silmät, iho- ja turkkiongelmat, jonkin verran imusolmukesyöpää. Ja luonteesta saa olla tarkka.  Ulkonäön vuoksi ei vesispanielia (kuten mitään muutakaan rotua) kannata ottaa. Kyseessä on metsästykseen tarkoitettu ja sitä kautta aktiivinen rotu.  Tietoa rodusta löydät esim. www.irlanninvesispanielit.fi ja sieltä linkkien ja kasvattajien kautta lisää.	not-threat	not-toxic
kokematta, kun teinityttönä kuolee! Pakkomielle se on!	not-threat	not-toxic
"m!nä  m1nä on ihan homo hintti vitun ""hauska""... jos vittu ny ei lopu noi sun juttus nii sut bannataa täälä kokonaa kaikista keskusteluista!!!"	not-threat	toxic
Kaikillehan tuo selvää on ollut paitsi Kiemungille joka Sarin kanssa piirtää keskusta kehi-visiota lyijykynillä. Välillä rypistetään paperit ja hihitellään että tuopa oli hupsu ajatus. Sitten maistellaan vähän kampaviineriä. Keskustan kehi-ryhmä eroaa päiväkodista siinä että sieltä maksetaan palkkioita, muuten touhu on samanlaista mutta tarhan täti tarvittaisiin ohjaamaan touhua. Sitten naamat näkkärillä ehdotetaan että hupsu robottiparkki-idea toteutettaisiin kaupungin rahoilla ja velaksi tietysti.	not-threat	not-toxic
Muslimit tappavat leikkaamalla kurkun auki.	not-threat	toxic
tommosii ne korkeastikoulutetut on ja leikitään hienoa ja leuhkaa ja aatelisia ja ovat mielestään ulkomaalaisia ja kukaan ei ole palkollinen vaan kaikki ovat työnantajia ja vaativat palkkoja alas ja tapetaan työläiset ja suomalaiset	not-threat	not-toxic
On tää vaikeaa aikaa. Kaikki on käsi ojossa valtioon päin. Yritykset, yhteisöt, työttömät ja toimettomat.  Toisaalta, mitä helvettiä tässä voi tehdä? Teet niin tai näin niin aina tulee turpaan!	not-threat	not-toxic
Uusnatseille kuula kalloon vaan.	threat	toxic
jos ei nuku koskaan, tulee pipi päähän. Huono juttu. :(	not-threat	not-toxic
saatanan mustalaiset ampukaa ittenne	threat	toxic
mAkKARRONI SOLTTU  Maailman surkein solttu.	not-threat	not-toxic
en ole kiinnostunut läheisempään yhteyden pitoon.Tämä saa riittää.	not-threat	not-toxic
Oletko ajatellut myydä ruumistasi?	not-threat	not-toxic
Pitäisi ampua vielä nuokin vikisijät.	threat	toxic
APUA PAPUA!!!!! RÄÄÄÄK KÄÄK!!! KAMALAA!!!!! MAAILMANLOPPU!!!!!!!! HIRVEÄÄ!!!! KAMALAA!!!!! MITEN MEIDÄN KÄY???!!!! VENÄJÄ HYÖKKÄÄ!!!! MAAILMA RÄJÄHTÄÄ!!!!!! KYNNET KATKEILEE!!!!!! JENKIT VAKOILEE!!!! RYSSSÄT VAKOILEE!!!!! ULKOLAISET RAISKAILEE!!!!! KRIISIÄ KRIISIN PERÄÄN!!!!! SALALIITTOJA JOKAPUOLELLA!!!! APUA ÄÄÄK KÄÄÄÄK!!!! HIRVITTÄVÄÄ TUHOA KUN VETTÄ SATAA!!!! MEGAHELLE TAPPAA!!!! JÄTTIPAKKANEN TUHOAA KAIKEN!!!! NORMAALIKELI RÄJÄYTTÄÄ IHMISET KAPPALEIKSI!!!! JULKKIS KOMPASTUI!!!!!! VAROKAA IHAN KAIKKEA!!!! VARAUTUKAA JÄTTIMÄISEEN MEGAKATAISTROFIIN!!!!! OSTA OSTA OSTA OSTA OSTA OSTA OSTA OSTA OSTA OSTA OSTA!!!!!! TYRKYTI TYRKYTI!!!!!! MAIKKARISONTAAA!!!!! KATUMAASTURIVIRKAMIESPUKUPELLEJÄ!!!!!!! KÖYHÄT KYYKKYYN!!!!! MAAILMAN LOPPU!!! BB-SKANDAALI!!!!! VAINOHARHAAAA!!!! KOKO MAAILMANKAIKKEUS TUHOUTUU KUN EURO ROMAHTAAAA!!!!!!!!!!!!!! POHJAVESI VARASTETAAN!!!!! KOKOOMUS JA HALLITUS HUIJAA!!!!!!! RÄÄÄÄÄK KÄÄÄÄK!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!	not-threat	toxic
Niin, kun sunnit ja siiat vuosisataisten perinteiden mukaan räjäyttelee toisiaan Lähi-Idässä niin pakko sanoa, että ajattelee, että taas ne siellä tappaa toisiaan, mutta kun ne tulee Eurooppaan ja tuo sotansa mukanaan, ja räjäyttelee täällä viattomia, NIIN AJATTELEE, ETTÄ VITTU PYSYIS PASKAMAISSAAN SOTIMASSA! Ei jaksa kattoo niitä.	not-threat	toxic
PERTTI TAPANI JORMA LAKEVI	not-threat	not-toxic
slurrrppps.. tahtois:) ommella sun haavat umpeen.	not-threat	not-toxic
Haista sinä vittu. Ryssähän se tänne on koko ajan hyökkäämässä. Koko ajan hyökkää. Etkö näe. Se hyökkäääää koko ajan kokokokokokokokokokoko ajaaaaaaaaaaaaaaaaaaaaaaaaaaaaan.	not-threat	toxic
Jaha?? Milloin oli sitten viime tapaus? Eihän kielestä kerro mitään... Ja lisäksi, mitä hittoa teitä vaivaa?? Joku kuolee ja heti käytte kimppuun. Kusipäät.	not-threat	toxic
"Näin se meee Salossa  Kun näitä pakolaisia hyysätään ja ne heittävät suomalaisesta ruuasta puolet pois, mistä SUOMALAINEN työtön voisi näitä ylijäämäruokia salosta hakee?  Saatanan kusipäät, sioille heittävät ruuan ja tuöttömät kärsivät nälkää""!"	not-threat	toxic
mut tapahtumat lukee täälä http://www.nintendo.fi/ itse olen käynyt nintendon tapahtumassa siel sai valita näistä pokeist: pikachu suicune entei raikou charizard ho-oh lugia latios latias articuno ja ne oli kaikki 70lv. mä sain ligth ball:in ja ne sai näille peleille:lg/fr e/sa/ru	not-threat	not-toxic
avun terroristeille. Kaikki joukolla luovuttamaan euronsa ja verensä !!!	not-threat	not-toxic
Äsen Ylen uutisissa: Lapin käräjäoikeus on hylännyt syytteet luottamusaseman väärinkäytöstä Levi Ski Resortin toimitusjohtajaa Jouni Palosaarta vastaan.  Montakohan minuuttia menee, kun joku syytteessä oleva poliitikko tai hänen joojoo-miehensä julistaa, että heidänkin syyttensä hylätään. Niinhän ei tule käymän. Tuo J. Palosaaren juttu todistaa sen, kuinka harkintakyky petti Mäkelän potkuissa. Eikähän tuo käräjäoikeuden tuomio välttämättä ole se viimeinen, voihan se mennä vielä hoviin.	not-threat	not-toxic
Lääkäri pelastaa sut kuolemalta parhaassa tapuksessa vai haluatko mennä kuolemaan tukimaillesi että kukaan tarkistaa mikä vaivaa?	not-threat	not-toxic
oisit lyöny itsellesi sen veiten kitusiisi senkin matu!!!! (kirjoituksesi paljastaa sinut: vuotiaasta pojalta)	not-threat	toxic
KGB-vakoojat kuolee  Arne Treholt makaa koomassa. Stig Wennerström heitti veivinsä. Lennart Merelläkin oli KGB-yhteyksiä, vaikka hän ei koskaan myynyt isänmaataan kuten nämä muut luopiot, vaan isänmaan etu häntä johdatti.  Hyvältä siis näyttää, jatkumona seuraavat ennemmin tai myöhemmin Halonen, Erkko ja Heinäluoma.  Kyllä kuolema lopulta ihmiskunnan näistä paholaisista päästää. Onneksi.	not-threat	not-toxic
Bilal Philips: Tappakaa homot!  Muslimi Bilal Philips siis vaatii, että homot täytyy tappaa. Mitä tähän sanovat vaikka somalit? Onko hyväksyttävää tappaa ihmisiä?	not-threat	toxic
Mun pitäisi tappaa itseni.	not-threat	toxic
Tulis sota niin päästäisiin teistä paskahousuista eroon, te menisitte ensin, joko ruotsiin tai oman käden kautta huosuun kusten...  Tarkoitatko itseäsi, niin arvelinkin. Suurimmat uhoajat ovat aina olleet raukkamaisimpia paskahousupelkureita tositilanteissa. Kuulut niihin, nilkki.	not-threat	toxic
Täysin epäonnistunut yksilö... Taidan vetää peiton pääni yli ja hautautua sänkyyni.	not-threat	not-toxic
Kaikki keikat olleet loppuunmyytyjä...varmaan junttiluusereita ja Holopaisvihaajia vituttaa.  Hei kateelliset luuserit - voiko vitutukseen kuolla, hahaha!	not-threat	toxic
Arvoisat naiset nyt seksiä antamaan mamuille ja vähän äkkiä	not-threat	toxic
PRESIDENTIN PITÄISI YHDISTÄÄ KANSAA  PRESIDENTTI VIRKAAN ASTUESSAAN LUOVUTTAA PUOLUEEN JÄSENKIRJANSA POIS. HÄNEN PITÄISI OLLA KANSAN YHDISTÄVÄ JA EDUSTAA KAIKKIA SUOMESSA TASAVEROISESTI. HÄN EI EDUSTA SITÄ RYHMÄÄ TAI PUOLUETTA MISTÄ KUTEN HAAVISTO VIHREISTÄ JA NIINISTÖ KOKOOMUS.  TARJA HALOSEN ONGELMA OLI ETTÄ EDUSTI VAIN DEMAREITA. HAAVISTO EI VOI EDUSTAA VAIN VIHREIDEN JA HOMOJEN ASIAA. MYÖS PERSUJEN, KESKUSTAN, DEMAREIDEN JA KRISTILLISTEN..MELKOINEN SAVOTTAA ODOTTAA.  JOS HÄN HALUAISI OLLA MYÖS HETEROIDEN PRESIDENTTI	not-threat	toxic
Kuinka on, oletko jo työpaikka kiusaamisen uhri kun täällä tollasta paskaa kirjottelet? Ei kukaan ota vakavasti tollasta skeidaa, opettele puolustamaan itseäsi verbaaalisesti äläkkä alistu mihin tahansa. Se on juttu joka toimii, ei se että kirjottelet tänne jotain hei mä tapan kaikki skeidaa. Jos oikeesti tuntuu siltä painu lääkäriin. Kortit jotka tulevat käteen elämässä ovat välillä täyttä kakkaa mutta so? Sellasta se elämä on. Ei siihen puukottelut auta.	not-threat	not-toxic
MIKSI ????????????????????????  mIKSI SE VAALEA SIILIPÄÄ TV TOIMITTAJA HUUSI NAAMA PUNAISENA KUN RABORTOI kÄÄRPPIEN SM KULTAMITALISTA oULUN rAKSILASTA ?? miKSI ?	not-threat	not-toxic
Mitä tälläinen  Nakkikioskille yöllä tulee romaneja jotka tunkevat jonon ohi tiskille tilaamaan, sitten joku huutaa heille: Antaa heidän mennä vaan, niillä on varmaan töihin kiire.  Tuon jälkeen mannet alkaa uhata puukoilla :o	not-threat	toxic
Saas nähdä kauanko saavat tappaa meitä vääräuskoisia eurooppalaisia koiria, kunnes herätys tapahtuu.	not-threat	toxic
Isältäni en ole koskaan penniäkään pyytänyt, vaan omin päin liikkunut maailmalla aivan samalla tavalla kuin kotiseutuni ikätoverit. Kak dela? What's the good word? Etkö fenno vieläkään oke tajunnut, ettei kieliä opi koulussa, vaan elämällä! Lienet elävänä kuollut, omassa surkeudessasi!	not-threat	toxic
Paskanmarjat ja v...nposket!	not-threat	toxic
tapetaan kaikki muslimi homot:)	threat	toxic
hakata sut miksi helevetissä? eihän tuossa oo mitää järkeä!pyytää sua tapaamiseen ja haluu hakata sut. oonkohan mä liian vanha ku en ymmärrä.	not-threat	not-toxic
NO HEI ALOTTAJA! KUN EI NE PER--LEEN SUOMI-FIRMAT HALUA MEITÄ SUOMALAISIA TÖIHIN !!!!!!!!!!!!!! JA KYLLÄ NOI MAMUT TÖISSÄKÄYMÄTTÖMÄTKIN LEVITTÄÄ VAAN PERSETTÄÄN HIMASSA, KUN KÄNNYT JA AUTOT JA ASUNNOT JA RUUAT JA KAIKKI SAADAAN TEKEMÄTTÄ MITÄÄN. Yhtään huivipäätä en ole töissä nähnyt! Sitäpaitsi sun kirjotuksesta paistaa jotenki kauhee väsymys, niin että jos oot itselles paskassa duunissa, niin vaihda, tai sitten älä väsytä rahanperässä juoksemisella itseäs, vaan tee vähemmän tunteja ja tyydy vähempään, niin saat enemmän vapaa.aikaa ja hermosi lepäävät, etkä ole niin kiukkuinen.	not-threat	toxic
on noille paskoille liian helppo. Niitä pitäisi kiduttaa kuten nekin ovat kiduttaneet viattomia uhrejaan	threat	toxic
Onneksi kuolen syöpääni ennenkuin islamistit pätkäisee kaulan. Jotain positiivista...	not-threat	toxic
Mut ku mä en haluu!!  En päästä irti, roikun sussa hautaan saakka!	not-threat	not-toxic
SINÄ VITTU OLET YKS SAATANAN TALIAIVO!SULLA TÄYTYY OLLA KUSTA PÄÄSSÄ KUN ET NÄE KUNNOLLA!..TTU TEKIS MIELI VETÄÄ SUT KÖLIN ALTA JA PAUKKAA TURPAAN!	threat	toxic
eI KAI TÄSSÄ MIKÄÄN HAISE TUNTUU VAAN OLEVAN PULAA NOISTA SIIVOOJISTA MEINAAN ISOMMISSAKIN FIRMOISSA	not-threat	not-toxic
"siis mitä?!  ""Muslimi leikkaa kurkun auki -> EI OLE OIKEA MUSLIMI!!11 Kristitty raiskaa pikkulapsen -> EI OLE OIKEA KRISTITTY!!!""  eivät todellakaan ole molemmat kumpiakaan!"	not-threat	toxic
oikein komukkakätyreille, että saivat oikein kunnolla turpiin! Oppivathan paskiaiset menemään häiriköimään seuraavalla kerralla. No, eiköhän Putinin leiristä näille makseta kunnon kipurahat? Sieltähän ne menolippu rahatkin tulivat.	not-threat	toxic
Mulla on ollut 3 ja puoli vuotta rekisteröimätön valkoinen paimenkoira ja voin suurella lämmöllä suositella sitä.  Rauhallisempi kuin belggari,mutta täysin kykenevä kaikenmoiseen koulutukseen.Himassa myös rauhallinen,lempijuttuja köllötellä mun päällä koko pituudeltaan,kun makaan sohvalla.  Tutustu kasvattajiin ja koiriin.Toivottavasti löydät itsellesin sopivan valkoisen.Upea rotu!	not-threat	not-toxic
Ja nyt olen niin vittuuntunut että ammun kaikkia päähän  Olen iloinen, että olet ärsyyntynyt. Taidat aloittaa ammuskelun itsestäsi?	not-threat	toxic
Olavin pässin painajainen  Varo vappua Olavin pässi! Kiveksesi maalataan!	not-threat	toxic
kyllä hyvin,että tuollainen käytös loukkaa.Sama myös,jos ukon on pakko vahdata joka helvetin elokuva,ku vaan tietää että siinä on pimuja ilkosillaan...:/  Minun exäni oli ihan naishullu...ei ajatellut mitään muuta kuin naisia,ja kehtasi imutella ilmaan,ku näki jonkun neidin minihamosessa kadulla.Voi että,jos olisin ollut tälläinen silloin,ku olen nyt,niin olisin lyönyt sen äijän tajuttomaks! :/	not-threat	toxic
TAKSIN VOI OTTAA MYÖS VALITSEMALLA KUSKIKSI SUOMALAISEN ! MINÄ EN AINAKAAN IKINÄ MENE TAKSIIN, JOSSA KUSKINA ON MAMU.  Mamu = matu, eli maahantunkeutuja. Miksei ihmiset pysy omissa maissaan ja tee siellä töitä maansa parantamiseksi ??? Suomalaiset ovat raataneet mielettömästi oman maansa kuntoon saamiseksi ja nyt ulkomaalaiset tulevat viemään meiltä kaiken ja pilaamaan suomalaisten tulevaisuuden kokonaan.	not-threat	toxic
"Äiti, älä hylkää!  Itkuinen Krissen tappaja vankilassa: ""Äiti, älä hylkää!""  Voi vittu mikä pelle! Tuomiota luettaessa sitten aikanaan pitäisi kyllä antaa tuosta hyvästä 20-30 vuotta ruikutuslisää.  Vittuako se kyrpä sielä itkeskelee? Olisi ajatellut asiaa ennen kuin rupesi raiskaamaan ja tappamaan."	not-threat	toxic
miten voit väittää et satanistit osaa muka elää ku itsekin haluut kuolla!!!...miteis tarkemmin ennenku kirjottelet maailma on kova paikka mutta sieltä löytää hyviäkin puolia kun vähän katsoo ympärilleen.asennetta elämään!	not-threat	not-toxic
ampua ittes, senkin homppeli! ja sanos, kuinka pystyit harrastaan seksiä ilman, että sulla ees seiso?	threat	toxic
Mikä vitun tiikerit?!	not-threat	not-toxic
Ja vähän päästä valitetaan kun ei omalla paikkakunnalta saa mitään palveluja... Ostakaa vaan muualta, niin siinä käy että paikalliset liikkeet kuolee ja kuolee loputkin kylästä.	not-threat	not-toxic
Haluan  Haluan kuolla. On masennusta ja itsemurha-ajatuksia. En jaksa jokapäiväistä elämää, häpeää siitä että en riitä tällaisena kuin olen, häpeää menneisyyden asioista.	not-threat	toxic
Suomi24 kotisivulle  tuli mainoksia, vaikka on mainosten esto päällä. Tietosuojaraportti ilmoitti yhtenään estäneensä double clickejä, (mitä ne on?).Kun mainosta klikkasi, tuli ruutu, jossa muun muassa luki Flash media player, mikä piru se on? Mainokset häipyi ainakin toistaiseksi, kun käynnistin koneen uudelleen.	not-threat	not-toxic
Kohta joku ukrainalainen luuseri listii typerän svedu paskan. Se 800 000 euroa on siellä ihan helvetin iso raha.	not-threat	toxic
Sä et tu saamaan mitään. Miehet ja Kristukset aina vaan pienillä kirjaimilla. Mä otan sun karvaisen miehes, haen kadulta thainaisen ja käsken sen pesee nuollen yksitellen kaikki karvat siltä mieheltäs.	not-threat	not-toxic
Se mitä te ääliöt ette ymmärrä on se että kun tataarit tulivat Suomeen suomalaiset eivät olleet nykyisenkaltaisia nössöjä vaan porsastelevat muslimit olisi otettu hengiltä.	not-threat	toxic
HULKILTA evättiin EM-kisat  Arvon tuomarit teki sen taas. Vihreä mies oli ajoittanu kunnon em-kisoihin ja nyt häntä ei sinne valittu. Kävi toistamiseen tämä. Onko tämä selvä vihje Hulkille? Pidä kaksi vuotta taukoa kisoista, tule isompana ja kireämpänä. Lights Out!	not-threat	not-toxic
Minun tehtäväni ainakin on valloittaa Moskova ja kuohita julkisesti Punaisella torilla tsaari Vladimir Putin.  Sitten tulen polttamaan tiltutalon.  Ilolla tartun näihin mukaviin tehtäviin!  Haluaisitko ryssä tietää vielä jotakin lisää? :-D  Tyhmä pikku puppelikasakka koettaa taas käydä kybersotaa naurattamalla meidät hengiltä umpityperillä jutuillaan :)	threat	toxic
ammu vaan ittes...  neuvoni on että puhu sen koiran omistajan kanssa ja neuvo käyttämään sitruuna kaulapantaa se hiljentää... tosin koiran kannalta jatkuva yksinäisyys on huono sia mutta suosittelen puhuman naapurisi kanssa.	not-threat	toxic
sohtaaja123 kusipää homo  kusipää homo :DDDDDDDDD	not-threat	toxic
Onneksi Valkoprojektini sai säästettyä tälläkin kertaa henkeni ja tulen tappamaan joka sivistysmaan ei-Neoconnan. Valhevasemmistoa äänestäneetkin lähtevät täältä Ruotsiin ja muslimeille enemmän kuin Minulle valtionkassasta antaneet sossutädit.  3 miljoonaa Suomeen tätä sakkia jää, ja kyllä LiAnd. kuuluu siihen, kuten SofiO. kanssa. MINÄ SANELEN TE TOTTELETTE SUOMALOISET MAAILMAN MUSLIMEISTA PAHIMMAT!  -The Jässikkä & gloubaali Varjohallitus	threat	toxic
Millä tavalla äitisi murskasi unessa munasarjasi?	not-threat	not-toxic
Jos eivät noudata, niin saavat turpaan ja aseet otetaan pois.	not-threat	not-toxic
"Just näin,tätä paskaa on joka maa täynnä ,ns työvoima"" on näillä paskakasoilla tappaminen,ja murhat,raiskaukset,hölmöjä tanttoja on maat täynnä kun terroristit pääsi vapaasti Eurooppaan."	not-threat	toxic
ihme paikka tää huuhaa ;)) Syö nyt ihmeessä jotakin,kuolet vielä nälkään oottaessasi,kenties erästä rulesta? ;))	not-threat	not-toxic
Huonolla itsetunnolla varustetut , yleensä lihavat, rumat ja nyhveröt, jopa vanhat ämmät/äijät alentuu erlintasopakolaisten astinlaudaksi Suomeen.	not-threat	toxic
Katsele mies ympärillesi ja etenkin 30-40 vuotiaitten miesten päitä! Kyllä olis kuule itsemurhaluvut toista luokkaa jos kaikki kaljuuntuvat ampuis kuulan kalloonsa. Onkohan sulla jokin muu syvemmällä oleva syy huonoon itsetuntoon, sillä kalju ei tosiaan tee miestä rumaksi tai naisten mielestä vastenmieliseksi, päinvastoin kalju mies on SEKSIKÄS! Onhan kaljuilla todistettavasti enemmän mieshormoonia kuin kaljuuntumattomilla, eli ovat tosi uroita! Ei kun nokka pystyyn ja opettele nauttimaan miehisestä ulkomuodostasi!	not-threat	not-toxic
Avaatko hieman tuota ajatusta, millä perusteella asunnon osuus kokonaisvarallisuudesta saa olla maksimissaan tuo mainitsemasi 15-20%?	not-threat	not-toxic
aion sitoa sinut hevosen häntään ja sitte heppa lähtee vetää ravia..kyllä on hegge-paran perskannikat punasena sen jälkeen,taitaa olla ihkaoikea punapersepaviaani??ps:lahti haisee pahalle!!!	threat	toxic
NIINPÄ MÄ SEURAAN TAPPARAA KUITENKIN LIIGASSA SEURAAVAT 10 V JOS SE JOSKUS SINNE PÄÄSEE < TUSKIN SE MESTIKSEEN PUTOAA....	not-threat	not-toxic
tietokonekauppa on noviiseille pakkomyyntiä, ilman Vistaa/XP:tä et saa konepakettia kaupasta kovinkaan vähällä vaivalla. Ne jotka tietää tai kysyvät tajuavat ostaa koneensa räätälöitynä tai macin, jolloin pakkomyytyä windowsia ei tarvitse koneeseen ängetä. Tästä tuo maininta pakkoturvautumisesta. Kaikki eivät ole valveutuneita vaikka aivot omistaisivatkin, ikävä kyllä.	not-threat	not-toxic
No voi vittu, kätellä ei saa, mutta joukkoahdistella ja raiskata kylläkin. Niin paskaa...................................................................  Viihtyisivät varmasti paremmin toisessa muslimimaassa, niin ei tarvitsisi täällä olla epäviihtymässä.	not-threat	toxic
TP47  JA KUOPIO VINKUU!!!! KALAKUKKO PERSEES!!!	not-threat	not-toxic
Toivottavasti karma on bitch kohdallasi, läheisesi menehtyy onnettomuudessa ja sast lukea netistä vastaavanlaisia aivopieruja! Olet tunteeton ja kylmä ihminen, käy sääliksi läheisiäsi!	not-threat	toxic
Hägglund haluaa läskit kaasukammioihin.	not-threat	not-toxic
